state,district,pincode,bio_age_5_17,bio_age_17_
Himachal Pradesh,Kangra,176054,326,597
Himachal Pradesh,Kangra,176055,56,17
Himachal Pradesh,Kangra,176056,1005,914
Himachal Pradesh,Kangra,176057,744,658
Himachal Pradesh,Kangra,176058,446,525
Himachal Pradesh,Kangra,176059,580,438
Himachal Pradesh,Kangra,176060,194,133
Himachal Pradesh,Kangra,176061,1930,2165
Himachal Pradesh,Kangra,176062,6,4
Himachal Pradesh,Kangra,176063,385,341
Himachal Pradesh,Kangra,176064,455,372
Himachal Pradesh,Kangra,176065,73,48
Himachal Pradesh,Kangra,176066,85,70
Himachal Pradesh,Kangra,176071,68,69
Himachal Pradesh,Kangra,176073,88,32
Himachal Pradesh,Kangra,176075,25,5
Himachal Pradesh,Kangra,176076,280,349
Himachal Pradesh,Kangra,176077,337,316
Himachal Pradesh,Kangra,176081,242,289
Himachal Pradesh,Kangra,176082,240,178
Himachal Pradesh,Kangra,176083,696,450
Himachal Pradesh,Kangra,176084,277,198
Himachal Pradesh,Kangra,176085,330,241
Himachal Pradesh,Kangra,176086,257,186
Himachal Pradesh,Kangra,176087,293,289
Himachal Pradesh,Kangra,176088,401,270
Himachal Pradesh,Kangra,176089,25,26
Himachal Pradesh,Kangra,176091,167,155
Himachal Pradesh,Kangra,176092,309,195
Himachal Pradesh,Kangra,176093,100,66
Himachal Pradesh,Kangra,176094,71,50
Himachal Pradesh,Kangra,176095,399,207
Himachal Pradesh,Kangra,176096,456,254
Himachal Pradesh,Kangra,176097,87,29
Himachal Pradesh,Kangra,176098,107,54
Himachal Pradesh,Kangra,176101,219,279
Himachal Pradesh,Kangra,176102,354,226
Himachal Pradesh,Kangra,176103,531,494
Himachal Pradesh,Kangra,176107,353,217
Himachal Pradesh,Kangra,176115,485,412
Himachal Pradesh,Kangra,176122,326,602
Himachal Pradesh,Kangra,176125,1402,1390
Himachal Pradesh,Kangra,176128,256,264
Himachal Pradesh,Kangra,176200,521,784
Himachal Pradesh,Kangra,176201,1036,1372
Himachal Pradesh,Kangra,176202,963,1367
Himachal Pradesh,Kangra,176203,220,219
Himachal Pradesh,Kangra,176204,550,579
Himachal Pradesh,Kangra,176205,447,355
Himachal Pradesh,Kangra,176206,1320,1310
Himachal Pradesh,Kangra,176208,621,646
Himachal Pradesh,Kangra,176209,1067,752
Himachal Pradesh,Kangra,176210,350,448
Himachal Pradesh,Kangra,176211,423,252
Himachal Pradesh,Kangra,176213,20,6
Himachal Pradesh,Kangra,176214,358,288
Himachal Pradesh,Kangra,176215,1059,845
Himachal Pradesh,Kangra,176216,226,269
Himachal Pradesh,Kangra,176217,424,425
Himachal Pradesh,Kangra,176218,171,246
Himachal Pradesh,Kangra,176219,205,135
Himachal Pradesh,Kangra,176225,277,536
Himachal Pradesh,Kangra,176401,888,1097
Himachal Pradesh,Kangra,176402,259,319
Himachal Pradesh,Kangra,176403,919,1203
Himachal Pradesh,Kangra,176501,191,197
Himachal Pradesh,Kangra,176502,40,26
Himachal Pradesh,Kangra,177034,214,129
Himachal Pradesh,Kangra,177043,425,374
Himachal Pradesh,Kangra,177101,538,743
Himachal Pradesh,Kangra,177103,238,344
Himachal Pradesh,Kangra,177104,232,350
Himachal Pradesh,Kangra,177105,318,380
Himachal Pradesh,Kangra,177106,293,276
Himachal Pradesh,Kangra,177107,202,168
Himachal Pradesh,Kangra,177108,280,437
Himachal Pradesh,Kangra,177110,34,23
Himachal Pradesh,Kangra,177111,116,78
Himachal Pradesh,Kangra,177112,187,218
Himachal Pradesh,Kangra,177113,299,480
Himachal Pradesh,Kangra,177114,134,242
Himachal Pradesh,Kangra,177117,187,199
Himachal Pradesh,Kinnaur,172101,153,168
Himachal Pradesh,Kinnaur,172102,2,0
Himachal Pradesh,Kinnaur,172103,44,22
Himachal Pradesh,Kinnaur,172104,323,242
Himachal Pradesh,Kinnaur,172105,166,131
Himachal Pradesh,Kinnaur,172106,172,505
Himachal Pradesh,Kinnaur,172107,368,419
Himachal Pradesh,Kinnaur,172108,94,73
Himachal Pradesh,Kinnaur,172109,160,146
Himachal Pradesh,Kinnaur,172110,122,96
Himachal Pradesh,Kinnaur,172111,161,91
Himachal Pradesh,Kinnaur,172112,46,36
Himachal Pradesh,Kinnaur,172115,157,153
Himachal Pradesh,Kinnaur,172116,125,74
Himachal Pradesh,Kinnaur,172118,128,90
Himachal Pradesh,Kullu,172001,264,224
Himachal Pradesh,Kullu,172002,633,724
Himachal Pradesh,Kullu,172023,497,503
Himachal Pradesh,Kullu,172025,172,85
Himachal Pradesh,Kullu,172026,827,812
Himachal Pradesh,Kullu,172032,214,228
Himachal Pradesh,Kullu,172033,236,172
Himachal Pradesh,Kullu,172201,94,77
Himachal Pradesh,Kullu,175101,1090,924
Himachal Pradesh,Kullu,175102,319,340
Himachal Pradesh,Kullu,175103,190,198
Himachal Pradesh,Kullu,175104,217,133
Himachal Pradesh,Kullu,175105,480,535
Himachal Pradesh,Kullu,175106,230,84
Himachal Pradesh,Kullu,175122,16,0
Himachal Pradesh,Kullu,175123,1105,574
Himachal Pradesh,Kullu,175125,1309,926
Himachal Pradesh,Kullu,175126,517,452
Himachal Pradesh,Kullu,175128,199,183
Himachal Pradesh,Kullu,175129,544,615
Himachal Pradesh,Kullu,175130,131,144
Himachal Pradesh,Kullu,175131,473,529
Himachal Pradesh,Kullu,175134,784,675
Himachal Pradesh,Kullu,175136,182,162
Himachal Pradesh,Kullu,175138,280,175
Himachal Pradesh,Kullu,175141,277,242
Himachal Pradesh,Kullu,175143,129,123
Himachal Pradesh,Lahaul And Spiti,172113,4,7
Himachal Pradesh,Lahaul And Spiti,172114,2,8
Himachal Pradesh,Lahaul And Spiti,172117,1,4
Himachal Pradesh,Lahaul And Spiti,175132,3,4
Himachal Pradesh,Lahaul And Spiti,175133,0,1
Himachal Pradesh,Lahaul And Spiti,175139,1,4
Himachal Pradesh,Lahaul And Spiti,175140,1,1
Himachal Pradesh,Lahaul And Spiti,175142,3,3
Himachal Pradesh,Lahul  Spiti,172111,0,18
Himachal Pradesh,Lahul  Spiti,172113,4,55
Himachal Pradesh,Lahul  Spiti,172114,4,138
Himachal Pradesh,Lahul  Spiti,172117,6,51
Himachal Pradesh,Lahul  Spiti,175132,21,27
Himachal Pradesh,Lahul  Spiti,175133,7,28
Himachal Pradesh,Lahul  Spiti,175139,12,20
Himachal Pradesh,Lahul  Spiti,175140,9,22
Himachal Pradesh,Lahul  Spiti,175142,47,126
Himachal Pradesh,Lahul And Spiti,172111,2,5
Himachal Pradesh,Lahul And Spiti,172113,37,7
Himachal Pradesh,Lahul And Spiti,172114,175,68
Himachal Pradesh,Lahul And Spiti,172117,50,23
Himachal Pradesh,Lahul And Spiti,175132,49,14
Himachal Pradesh,Lahul And Spiti,175133,29,14
Himachal Pradesh,Lahul And Spiti,175139,38,3
Himachal Pradesh,Lahul And Spiti,175140,18,11
Himachal Pradesh,Lahul And Spiti,175142,157,63
Himachal Pradesh,Lahul And Spiti,176126,2,0
Himachal Pradesh,Mandi,171302,629,558
Himachal Pradesh,Mandi,171303,95,124
Himachal Pradesh,Mandi,171304,721,1238
Himachal Pradesh,Mandi,174401,923,1622
Himachal Pradesh,Mandi,174402,107,153
Himachal Pradesh,Mandi,174403,219,334
Himachal Pradesh,Mandi,175001,1720,2379
Himachal Pradesh,Mandi,175002,468,910
Himachal Pradesh,Mandi,175003,515,428
Himachal Pradesh,Mandi,175004,242,240
Himachal Pradesh,Mandi,175005,495,809
Himachal Pradesh,Mandi,175006,675,628
Himachal Pradesh,Mandi,175007,120,129
Himachal Pradesh,Mandi,175008,713,1142
Himachal Pradesh,Mandi,175009,240,277
Himachal Pradesh,Mandi,175010,19,16
Himachal Pradesh,Mandi,175011,610,707
Himachal Pradesh,Mandi,175012,17,55
Himachal Pradesh,Mandi,175013,28,113
Himachal Pradesh,Mandi,175014,0,8
Himachal Pradesh,Mandi,175015,101,231
Himachal Pradesh,Mandi,175016,6,22
Himachal Pradesh,Mandi,175017,7,15
Himachal Pradesh,Mandi,175018,214,676
Himachal Pradesh,Mandi,175019,162,340
Himachal Pradesh,Mandi,175020,1,6
Himachal Pradesh,Mandi,175021,409,580
Himachal Pradesh,Mandi,175022,1,9
Himachal Pradesh,Mandi,175023,402,440
Himachal Pradesh,Mandi,175024,1078,1293
Himachal Pradesh,Mandi,175025,329,356
Himachal Pradesh,Mandi,175026,221,188
Himachal Pradesh,Mandi,175027,1277,1200
Himachal Pradesh,Mandi,175028,302,394
Himachal Pradesh,Mandi,175029,870,1164
Himachal Pradesh,Mandi,175030,231,401
Himachal Pradesh,Mandi,175031,454,682
Himachal Pradesh,Mandi,175032,1157,1093
Himachal Pradesh,Mandi,175033,528,391
Himachal Pradesh,Mandi,175034,248,182
Himachal Pradesh,Mandi,175035,517,743
Himachal Pradesh,Mandi,175036,466,836
Himachal Pradesh,Mandi,175037,47,18
Himachal Pradesh,Mandi,175038,456,623
Himachal Pradesh,Mandi,175039,144,226
Himachal Pradesh,Mandi,175040,617,996
Himachal Pradesh,Mandi,175042,170,193
Himachal Pradesh,Mandi,175045,2,15
Himachal Pradesh,Mandi,175046,584,613
Himachal Pradesh,Mandi,175047,513,654
Himachal Pradesh,Mandi,175048,341,469
Himachal Pradesh,Mandi,175049,480,837
Himachal Pradesh,Mandi,175050,183,278
Himachal Pradesh,Mandi,175051,44,71
Himachal Pradesh,Mandi,175052,358,370
Himachal Pradesh,Mandi,175075,0,6
Himachal Pradesh,Mandi,175106,610,340
Himachal Pradesh,Mandi,175121,1109,665
Himachal Pradesh,Mandi,175123,367,323
Himachal Pradesh,Mandi,175124,1323,1289
Himachal Pradesh,Mandi,175125,18,8
Himachal Pradesh,Mandi,175137,1,25
Himachal Pradesh,Mandi,176090,368,621
Himachal Pradesh,Mandi,176120,1545,1096
Himachal Pradesh,Mandi,176121,981,656
Himachal Pradesh,Mandi,176122,382,522
Himachal Pradesh,Mandi,176123,143,58
Himachal Pradesh,Mandi,176126,546,381
Himachal Pradesh,Shimla,171001,750,588
Himachal Pradesh,Shimla,171002,210,220
Himachal Pradesh,Shimla,171003,331,322
Himachal Pradesh,Shimla,171004,240,205
Himachal Pradesh,Shimla,171005,247,278
Himachal Pradesh,Shimla,171006,669,543
Himachal Pradesh,Shimla,171007,517,510
Himachal Pradesh,Shimla,171008,14,9
Himachal Pradesh,Shimla,171009,819,961
Himachal Pradesh,Shimla,171010,82,130
Himachal Pradesh,Shimla,171011,668,739
Himachal Pradesh,Shimla,171012,351,399
Himachal Pradesh,Shimla,171013,24,8
Himachal Pradesh,Shimla,171018,215,189
Himachal Pradesh,Shimla,171019,234,169
Himachal Pradesh,Shimla,171103,362,365
Himachal Pradesh,Shimla,171201,523,436
Himachal Pradesh,Shimla,171202,681,708
Himachal Pradesh,Shimla,171203,278,265
Himachal Pradesh,Shimla,171204,151,92
Himachal Pradesh,Shimla,171205,376,558
Himachal Pradesh,Shimla,171206,461,474
Himachal Pradesh,Shimla,171207,1021,999
Himachal Pradesh,Shimla,171208,974,947
Himachal Pradesh,Shimla,171209,400,365
Himachal Pradesh,Shimla,171210,1553,2475
Himachal Pradesh,Shimla,171211,757,1067
Himachal Pradesh,Shimla,171212,224,205
Himachal Pradesh,Shimla,171213,379,328
Himachal Pradesh,Shimla,171214,355,289
Himachal Pradesh,Shimla,171215,31,22
Himachal Pradesh,Shimla,171216,216,182
Himachal Pradesh,Shimla,171217,568,601
Himachal Pradesh,Shimla,171218,75,56
Himachal Pradesh,Shimla,171219,160,120
Himachal Pradesh,Shimla,171220,685,494
Himachal Pradesh,Shimla,171221,162,243
Himachal Pradesh,Shimla,171222,81,61
Himachal Pradesh,Shimla,171223,120,103
Himachal Pradesh,Shimla,171224,111,103
Himachal Pradesh,Shimla,171225,193,232
Himachal Pradesh,Shimla,171226,412,429
Himachal Pradesh,Shimla,171301,267,180
Himachal Pradesh,Shimla,172001,739,591
Himachal Pradesh,Shimla,172021,102,75
Himachal Pradesh,Shimla,172022,443,357
Himachal Pradesh,Shimla,172024,168,90
Himachal Pradesh,Shimla,172027,107,27
Himachal Pradesh,Shimla,172028,62,16
Himachal Pradesh,Shimla,172029,211,113
Himachal Pradesh,Shimla,172030,145,119
Himachal Pradesh,Shimla,172031,71,40
Himachal Pradesh,Shimla,172034,35,13
Himachal Pradesh,Shimla,172101,242,225
Himachal Pradesh,Shimla,172102,209,159
Himachal Pradesh,Shimla,172201,238,189
Himachal Pradesh,Shimla,173216,5,5
Himachal Pradesh,Shimla,173217,122,164
Himachal Pradesh,Shimla,173219,17,12
Himachal Pradesh,Sirmaur,171226,171,251
Himachal Pradesh,Sirmaur,173001,2372,2613
Himachal Pradesh,Sirmaur,173020,65,43
Himachal Pradesh,Sirmaur,173021,489,558
Himachal Pradesh,Sirmaur,173022,927,986
Himachal Pradesh,Sirmaur,173023,1269,1180
Himachal Pradesh,Sirmaur,173024,830,1002
Himachal Pradesh,Sirmaur,173025,3250,2903
Himachal Pradesh,Sirmaur,173026,101,84
Himachal Pradesh,Sirmaur,173027,2029,1963
Himachal Pradesh,Sirmaur,173028,50,39
Himachal Pradesh,Sirmaur,173029,1333,1474
Himachal Pradesh,Sirmaur,173030,434,596
Himachal Pradesh,Sirmaur,173101,718,842
Himachal Pradesh,Sirmaur,173104,624,768
Himachal Pradesh,Sirmaur,173212,1,2
Himachal Pradesh,Sirmaur,173223,326,604
Himachal Pradesh,Sirmaur,173229,286,270
Himachal Pradesh,Solan,171102,1232,1382
Himachal Pradesh,Solan,173201,82,38
Himachal Pradesh,Solan,173202,22,11
Himachal Pradesh,Solan,173204,103,51
Himachal Pradesh,Solan,173205,1580,1240
Himachal Pradesh,Solan,173206,721,861
Himachal Pradesh,Solan,173207,452,806
Himachal Pradesh,Solan,173208,431,545
Himachal Pradesh,Solan,173209,442,521
Himachal Pradesh,Solan,173210,6,6
Himachal Pradesh,Solan,173211,519,628
Himachal Pradesh,Solan,173212,953,981
Himachal Pradesh,Solan,173213,233,381
Himachal Pradesh,Solan,173214,83,121
Himachal Pradesh,Solan,173215,376,717
Himachal Pradesh,Solan,173217,174,234
Himachal Pradesh,Solan,173218,359,580
Himachal Pradesh,Solan,173220,554,883
Himachal Pradesh,Solan,173221,460,542
Himachal Pradesh,Solan,173222,50,29
Himachal Pradesh,Solan,173223,87,95
Himachal Pradesh,Solan,173225,136,134
Himachal Pradesh,Solan,173229,413,399
Himachal Pradesh,Solan,173230,7,9
Himachal Pradesh,Solan,173233,441,366
Himachal Pradesh,Solan,173234,137,318
Himachal Pradesh,Solan,173235,12,8
Himachal Pradesh,Solan,174101,4577,3645
Himachal Pradesh,Solan,174102,887,1300
Himachal Pradesh,Solan,174103,723,486
Himachal Pradesh,Una,174301,1073,1288
Himachal Pradesh,Una,174302,158,143
Himachal Pradesh,Una,174303,2487,1872
Himachal Pradesh,Una,174306,647,729
Himachal Pradesh,Una,174307,572,528
Himachal Pradesh,Una,174308,424,384
Himachal Pradesh,Una,174314,271,304
Himachal Pradesh,Una,174315,887,918
Himachal Pradesh,Una,174316,138,151
Himachal Pradesh,Una,174317,136,110
Himachal Pradesh,Una,174319,182,167
Himachal Pradesh,Una,174320,206,71
Himachal Pradesh,Una,174321,695,810
Himachal Pradesh,Una,174503,194,245
Himachal Pradesh,Una,174507,6,33
Himachal Pradesh,Una,176601,674,803
Himachal Pradesh,Una,177031,252,229
Himachal Pradesh,Una,177038,5,9
Himachal Pradesh,Una,177039,199,107
Himachal Pradesh,Una,177041,5,6
Himachal Pradesh,Una,177109,181,176
Himachal Pradesh,Una,177110,321,324
Himachal Pradesh,Una,177201,306,374
Himachal Pradesh,Una,177202,88,92
Himachal Pradesh,Una,177203,557,836
Himachal Pradesh,Una,177204,552,707
Himachal Pradesh,Una,177205,85,103
Himachal Pradesh,Una,177206,260,415
Himachal Pradesh,Una,177207,360,454
Himachal Pradesh,Una,177208,487,799
Himachal Pradesh,Una,177209,428,368
Himachal Pradesh,Una,177210,469,613
Himachal Pradesh,Una,177211,554,642
Himachal Pradesh,Una,177212,300,353
Himachal Pradesh,Una,177213,317,456
Himachal Pradesh,Una,177219,112,115
Himachal Pradesh,Una,177220,550,677
Jammu And Kashmir,,181206,0,1
Jammu And Kashmir,Anantnag,192101,3394,2464
Jammu And Kashmir,Anantnag,192102,309,201
Jammu And Kashmir,Anantnag,192124,2939,2216
Jammu And Kashmir,Anantnag,192125,1145,645
Jammu And Kashmir,Anantnag,192126,3226,1428
Jammu And Kashmir,Anantnag,192129,605,668
Jammu And Kashmir,Anantnag,192201,4182,3281
Jammu And Kashmir,Anantnag,192202,3900,3060
Jammu And Kashmir,Anantnag,192210,688,352
Jammu And Kashmir,Anantnag,192211,1979,1450
Jammu And Kashmir,Anantnag,192212,1790,1559
Jammu And Kashmir,Anantnag,192221,990,981
Jammu And Kashmir,Anantnag,192231,835,1405
Jammu And Kashmir,Anantnag,192232,34,19
Jammu And Kashmir,Anantnag,192305,2,3
Jammu And Kashmir,Anantnag,192401,930,889
Jammu And Kashmir,Badgam,190005,1,3
Jammu And Kashmir,Badgam,190007,0,1
Jammu And Kashmir,Badgam,190008,1,2
Jammu And Kashmir,Badgam,190014,5,6
Jammu And Kashmir,Badgam,190015,8,22
Jammu And Kashmir,Badgam,190018,29,77
Jammu And Kashmir,Badgam,190021,0,9
Jammu And Kashmir,Badgam,191101,6,12
Jammu And Kashmir,Badgam,191111,1167,3358
Jammu And Kashmir,Badgam,191112,335,693
Jammu And Kashmir,Badgam,191113,992,2021
Jammu And Kashmir,Badgam,192121,113,346
Jammu And Kashmir,Badgam,192123,0,2
Jammu And Kashmir,Badgam,193401,175,300
Jammu And Kashmir,Badgam,193411,1870,2587
Jammu And Kashmir,Bandipore,193121,206,456
Jammu And Kashmir,Bandipore,193501,3314,3811
Jammu And Kashmir,Bandipore,193502,4917,3917
Jammu And Kashmir,Bandipore,193503,1139,785
Jammu And Kashmir,Bandipore,193504,1077,751
Jammu And Kashmir,Bandipur,193502,0,1
Jammu And Kashmir,Baramula,192125,6,7
Jammu And Kashmir,Baramula,192231,1,1
Jammu And Kashmir,Baramula,193101,3375,3643
Jammu And Kashmir,Baramula,193103,825,955
Jammu And Kashmir,Baramula,193108,8,36
Jammu And Kashmir,Baramula,193121,4499,4353
Jammu And Kashmir,Baramula,193122,2373,2647
Jammu And Kashmir,Baramula,193123,1729,2070
Jammu And Kashmir,Baramula,193198,882,1271
Jammu And Kashmir,Baramula,193201,6218,8186
Jammu And Kashmir,Baramula,193202,1310,1957
Jammu And Kashmir,Baramula,193221,67,48
Jammu And Kashmir,Baramula,193301,2346,2964
Jammu And Kashmir,Baramula,193303,1292,1308
Jammu And Kashmir,Baramula,193401,564,513
Jammu And Kashmir,Baramula,193402,2075,2022
Jammu And Kashmir,Baramula,193403,406,405
Jammu And Kashmir,Baramula,193404,560,1012
Jammu And Kashmir,Baramula,193501,0,1
Jammu And Kashmir,Budgam,190014,26,6
Jammu And Kashmir,Budgam,190018,298,233
Jammu And Kashmir,Budgam,191111,6174,1875
Jammu And Kashmir,Budgam,191112,1401,295
Jammu And Kashmir,Budgam,191113,3496,840
Jammu And Kashmir,Budgam,191132,1,2
Jammu And Kashmir,Budgam,192121,772,247
Jammu And Kashmir,Budgam,192123,2,0
Jammu And Kashmir,Budgam,193401,1018,283
Jammu And Kashmir,Budgam,193411,5314,828
Jammu And Kashmir,Doda,182124,0,8
Jammu And Kashmir,Doda,182143,1347,1407
Jammu And Kashmir,Doda,182144,149,374
Jammu And Kashmir,Doda,182145,159,242
Jammu And Kashmir,Doda,182146,635,881
Jammu And Kashmir,Doda,182147,1227,789
Jammu And Kashmir,Doda,182148,100,212
Jammu And Kashmir,Doda,182201,3941,3014
Jammu And Kashmir,Doda,182202,3798,2761
Jammu And Kashmir,Doda,182203,4121,4906
Jammu And Kashmir,Doda,182204,80,551
Jammu And Kashmir,Doda,182205,8,120
Jammu And Kashmir,Doda,182221,1874,998
Jammu And Kashmir,Doda,182222,1990,1087
Jammu And Kashmir,Ganderbal,190006,407,472
Jammu And Kashmir,Ganderbal,191131,2210,1855
Jammu And Kashmir,Ganderbal,191201,1611,1733
Jammu And Kashmir,Ganderbal,191202,2771,2180
Jammu And Kashmir,Ganderbal,193504,269,188
Jammu And Kashmir,Jammu,180001,1775,2689
Jammu And Kashmir,Jammu,180002,1926,2665
Jammu And Kashmir,Jammu,180003,1544,2547
Jammu And Kashmir,Jammu,180004,1027,1467
Jammu And Kashmir,Jammu,180005,664,1148
Jammu And Kashmir,Jammu,180006,469,655
Jammu And Kashmir,Jammu,180007,712,1127
Jammu And Kashmir,Jammu,180010,1364,1560
Jammu And Kashmir,Jammu,180011,554,687
Jammu And Kashmir,Jammu,180012,1,8
Jammu And Kashmir,Jammu,180013,430,957
Jammu And Kashmir,Jammu,180015,506,625
Jammu And Kashmir,Jammu,180016,198,290
Jammu And Kashmir,Jammu,180017,794,784
Jammu And Kashmir,Jammu,180019,66,77
Jammu And Kashmir,Jammu,180020,348,451
Jammu And Kashmir,Jammu,181101,1929,2501
Jammu And Kashmir,Jammu,181102,3065,3409
Jammu And Kashmir,Jammu,181111,1255,1493
Jammu And Kashmir,Jammu,181121,342,683
Jammu And Kashmir,Jammu,181122,2476,2054
Jammu And Kashmir,Jammu,181123,566,990
Jammu And Kashmir,Jammu,181124,17,20
Jammu And Kashmir,Jammu,181131,2269,1611
Jammu And Kashmir,Jammu,181132,3631,3153
Jammu And Kashmir,Jammu,181133,352,502
Jammu And Kashmir,Jammu,181141,440,499
Jammu And Kashmir,Jammu,181143,100,148
Jammu And Kashmir,Jammu,181145,25,83
Jammu And Kashmir,Jammu,181152,280,309
Jammu And Kashmir,Jammu,181201,3254,3086
Jammu And Kashmir,Jammu,181202,1507,985
Jammu And Kashmir,Jammu,181203,2137,1432
Jammu And Kashmir,Jammu,181204,1105,848
Jammu And Kashmir,Jammu,181205,642,1064
Jammu And Kashmir,Jammu,181206,2862,2787
Jammu And Kashmir,Jammu,181207,403,413
Jammu And Kashmir,Jammu,181221,2205,3761
Jammu And Kashmir,Jammu,181224,1221,1091
Jammu And Kashmir,Jammu,184120,284,446
Jammu And Kashmir,Jammu,184121,352,1008
Jammu And Kashmir,Jammu,185153,158,146
Jammu And Kashmir,Jammu,185154,644,641
Jammu And Kashmir,Kargil,194102,238,118
Jammu And Kashmir,Kargil,194103,521,312
Jammu And Kashmir,Kargil,194105,305,176
Jammu And Kashmir,Kargil,194109,273,134
Jammu And Kashmir,Kargil,194301,269,154
Jammu And Kashmir,Kargil,194302,230,171
Jammu And Kashmir,Kargil,194403,12,10
Jammu And Kashmir,Kathua,180012,1,0
Jammu And Kashmir,Kathua,182122,2,1
Jammu And Kashmir,Kathua,182204,3,0
Jammu And Kashmir,Kathua,184101,1971,1560
Jammu And Kashmir,Kathua,184102,534,375
Jammu And Kashmir,Kathua,184104,1209,1048
Jammu And Kashmir,Kathua,184121,11,8
Jammu And Kashmir,Kathua,184141,506,618
Jammu And Kashmir,Kathua,184142,1170,848
Jammu And Kashmir,Kathua,184143,1856,1470
Jammu And Kashmir,Kathua,184144,2197,1432
Jammu And Kashmir,Kathua,184145,23,24
Jammu And Kashmir,Kathua,184148,1499,897
Jammu And Kashmir,Kathua,184151,1035,622
Jammu And Kashmir,Kathua,184152,1029,821
Jammu And Kashmir,Kathua,184201,2030,1437
Jammu And Kashmir,Kathua,184202,637,487
Jammu And Kashmir,Kathua,184203,2074,1511
Jammu And Kashmir,Kathua,184204,2270,1714
Jammu And Kashmir,Kathua,184205,970,770
Jammu And Kashmir,Kathua,184206,2056,1437
Jammu And Kashmir,Kishtwar,182203,908,1113
Jammu And Kashmir,Kishtwar,182204,5084,4759
Jammu And Kashmir,Kishtwar,182205,4882,4168
Jammu And Kashmir,Kishtwar,182206,1,0
Jammu And Kashmir,Kishtwar,182315,3,2
Jammu And Kashmir,Kulgam,192102,456,82
Jammu And Kashmir,Kulgam,192221,649,417
Jammu And Kashmir,Kulgam,192231,11591,9649
Jammu And Kashmir,Kulgam,192232,1669,1225
Jammu And Kashmir,Kulgam,192233,2,4
Jammu And Kashmir,Kupwara,193221,3315,3095
Jammu And Kashmir,Kupwara,193222,5537,4871
Jammu And Kashmir,Kupwara,193223,4426,4643
Jammu And Kashmir,Kupwara,193224,5897,6333
Jammu And Kashmir,Kupwara,193225,1749,1953
Jammu And Kashmir,Kupwara,193302,3519,3836
Jammu And Kashmir,Kupwara,193303,333,253
Jammu And Kashmir,Leh,194101,734,480
Jammu And Kashmir,Leh,194103,3,0
Jammu And Kashmir,Leh,194104,79,18
Jammu And Kashmir,Leh,194105,1,0
Jammu And Kashmir,Leh,194106,181,145
Jammu And Kashmir,Leh,194109,2,0
Jammu And Kashmir,Leh,194201,200,71
Jammu And Kashmir,Leh,194401,410,203
Jammu And Kashmir,Leh,194402,8,1
Jammu And Kashmir,Leh,194404,23,5
Jammu And Kashmir,Leh Ladakh,194101,3,2
Jammu And Kashmir,Leh Ladakh,194104,2,0
Jammu And Kashmir,Leh Ladakh,194106,2,0
Jammu And Kashmir,Leh Ladakh,194201,2,0
Jammu And Kashmir,Poonch,185121,1,0
Jammu And Kashmir,Pulwama,191102,233,130
Jammu And Kashmir,Pulwama,191103,1131,645
Jammu And Kashmir,Pulwama,192121,1573,1230
Jammu And Kashmir,Pulwama,192122,2110,1182
Jammu And Kashmir,Pulwama,192123,4374,2481
Jammu And Kashmir,Pulwama,192124,84,52
Jammu And Kashmir,Pulwama,192301,7469,4222
Jammu And Kashmir,Pulwama,192302,218,183
